,question,response,answer,p_true,true_answer,correct
1093,A 15 year old boy with epilepsy on treatment with combination of valproate and phenytoin has good control of seizures. Levels of both drugs are in the therapeutic range. All of the following adverse effects can be attributed to valproate except -,"To solve this question, let's consider the potential side effects of valproate and phenytoin, and match them with the given options.

Valproate is known to cause several side effects, including:

* Weight gain: Valproate is associated with weight gain due to increased appetite and fluid retention. So, option A (Weight gain of 5 kg) is a plausible side effect of valproate.
* Serum alanine aminotransaminase (ALT) elevation: Valproate can cause elevations in liver enzymes, including ALT, particularly at higher doses or in susceptible individuals. Option B (Serum alanine aminotransaminase 150 IU/L) suggests an elevated liver enzyme level, which could be attributed to valproate.
* Rise in serum ammonia level: Valproate can cause hyperammonemia, which is a rare but serious side effect. A 20-fold increase in serum ammonia level (option C) is consistent with valproate-induced hyperammonemia.

Phenytoin is also known to cause several side effects, but lymphadenopathy (enlargement of lymph nodes) is not a commonly reported side effect of phenytoin. Lymphadenopathy is more commonly associated with other medications, such as methotrexate, or infections.

Based on the information provided, options A, B, and C can be attributed to valproate, while option D (Lymphadenopathy) is less likely to be a side effect of valproate.

The final answer is D.",D,0.5454740481923498,D,True
1094,Which type of hemoglobin is not normally found within human erythrocytes?,"To answer this question, let's consider each option:

A: HbA is the most common type of hemoglobin found in humans, making up about 95-98% of adult hemoglobin. It's therefore normally found within human erythrocytes.

B: HbA2 is another type of hemoglobin, making up about 2-3% of adult hemoglobin. It's also normally found within human erythrocytes.

C: HbCO refers to carboxyhemoglobin, a compound formed when hemoglobin binds with carbon monoxide (CO). It's not a normal type of hemoglobin but rather an abnormal one, usually as a result of carbon monoxide poisoning or exposure to high levels of CO.

D: HbO2 refers to oxyhemoglobin, which is the form of hemoglobin that's bound to oxygen. It's a normal type of hemoglobin found within human erythrocytes.

Given the explanations, the type of hemoglobin that is not normally found within human erythrocytes is carboxyhemoglobin (HbCO).

The final answer is C.",C,0.6245662772808247,C,True
1095,Fetal hydantoin syndrome is caused by -,The final answer is A.,A,0.9994421297614946,A,True
1096,All of the following can cause SLE like syndrome except -,"To solve this question, let's analyze each option in relation to its potential to cause a Systemic Lupus Erythematosus (SLE) like syndrome.

A. INH (Isoniazid): This is a medication used to treat tuberculosis. INH is known to be associated with the development of drug-induced lupus erythematosus (DILE), which is an SLE-like syndrome.

B. Penicillin: Penicillin is a group of antibiotics used to treat bacterial infections. While penicillin can cause various side effects, it is not commonly associated with an SLE-like syndrome.

C. Hydralazine: This is a medication used to treat high blood pressure. Hydralazine is another drug known to cause drug-induced lupus erythematosus (DILE), an SLE-like condition.

D. Sulphonamide: This is a class of antimicrobials used to treat various infections. Sulphonamides, including sulfonamide antibiotics, have been reported to cause an SLE-like syndrome.

Considering the information, the correct answer would be the option that is least associated with causing an SLE-like syndrome. 

The final answer is B.",B,0.16300401999236389,B,True
1097,First sign in sympathetic ophthamilis is :,"In sympathetic ophthalmia, the first sign is typically the presence of aqueous flare, which indicates the presence of inflammation and immune cells in the anterior chamber of the eye. This occurs before other signs such as precipitates or changes in pupil size.

The final answer is A.",A,0.5373091779238649,D,False
1098,True about Arboviruses is,"The correct answer is D. 

Chikungunya is indeed transmitted by the Aedes aegypti mosquito.",,0.926363328473389,D,
1099,Most common cause of hyperthyroidism-,The final answer is D.,D,0.9999085000707542,D,True
1100,Most common cause of urinary tract infection in children is -,The final answer is A.,A,0.9999274666097374,A,True
1101,Post menopausal HRT decreases incidences of which malignancy-,"The correct answer is B. Colorectal.

Hormone Replacement Therapy (HRT) is known to have protective effects against certain types of cancer. Specifically, postmenopausal HRT has been shown to decrease the incidence of colorectal cancer. This is because estrogen has a protective effect on the colon and rectum, helping to prevent the growth of polyps and reducing the risk of colorectal cancer.

The other options are incorrect:

A: Breast cancer risk is actually increased with HRT, not decreased.

C: Ovarian cancer risk is not significantly affected by HRT.

D: Endometrial cancer risk is actually increased with HRT, especially if it is unopposed estrogen (without progesterone).

The final answer is B.",B,0.34999692869397137,B,True
1102,Non visualization of the kidney is seen in all EXCEPT(Internet),"To approach this question, let's analyze each option in relation to the visualization of the kidney during medical imaging, typically ultrasound or CT scans.

A. **Unilateral renal agenesis**: This is a congenital condition where one kidney is absent or not developed. In this case, the non-visualized kidney is a normal variant, as one kidney is missing from birth. This would indeed result in non-visualization of one kidney.

B. **Bilateral renal agenesis**: This is a more severe congenital condition where both kidneys are absent or not developed. In this case, both kidneys would not be visualized on imaging.

C. **Renal vein thrombosis**: This condition involves a blood clot in the veins that carry blood from the kidneys to the heart. It can cause the kidney to appear non-functioning or even not visible on imaging due to the obstruction of blood flow, potentially making it invisible.

D. **Ectopic kidney**: An ectopic kidney is a kidney that is located in an abnormal position, often in the lower back or pelvis. While it may be harder to visualize due to its position, an ectopic kidney can still be seen on imaging, especially with ultrasound or CT scans. The kidney is not absent, just misplaced.

Considering these explanations, the condition that does not result in non-visualization of the kidney is an ectopic kidney because it is still present, just in an abnormal location.

The final answer is D.",D,0.5200602982422268,D,True
