,reasoning,answer,confidence,question,actual,correct
200,"First, we calculate the price of a 16-inch portrait which is twice the price of the 8-inch portrait. Then we calculate the total price of 3 8-inch portraits and 5 16-inch portraits. Finally, we multiply this price by 3 to find the total price for 3 days.",195.0,0.99,"Sansa is a famous artist, she can draw a portrait and sell it according to its size. She sells an 8-inch portrait for $5, and a 16-inch portrait for twice the price of the 8-inch portrait. If she sells three 8-inch portraits and five 16-inch portraits per day, how many does she earns every 3 days?",195,True
201,"Archibald eats 1 apple a day for two weeks, which is 14 apples, then he eats the same amount over three weeks, which is 21 apples, then he eats 3 apples a day for two weeks, which is 6 * 7 = 42 apples. Then the average is calculated by summing all the apples and dividing by the number of weeks.",11.0,0.95,"Archibald eats 1 apple a day for two weeks. Over the next three weeks, he eats the same number of apples as the total of the first two weeks. Over the next two weeks, he eats 3 apples a day. Over these 7 weeks, how many apples does he average a week?",10,False
202,"To find 20% of Susie's money, we need to multiply $200 by 0.2, then add that result to the initial $200.",240.0,1.0,"Susie has $200 in her piggy bank. If she puts 20% more money into her piggy bank, how much money she will have?",240,True
203,"To find the cost of each candy bar, we first need to calculate the total amount spent on soft drinks, then subtract this amount from the total spent to find the total amount spent on candy bars. We can then divide this total by the number of candy bars to find the cost per candy bar.",4.0,1.0,Benny bought  2 soft drinks for$ 4 each and 5 candy bars. He spent a total of 28 dollars. How much did each candy bar cost?,4,True
204,First we multiply the total thickness of the books in inches by the pages per inch to find the total number of pages. 12 inches x 80 pages/inch = 960 pages. Then we divide the total number of pages by the number of books to find the average number of pages per book.,160.0,0.99,"Jack has a stack of books that is 12 inches thick. He knows from experience that 80 pages is one inch thick. If he has 6 books, how many pages is each one on average?",160,True
205,"First, calculate the number of plus ones by multiplying the number of guests by 0.5. Add the plus ones to the number of guests. Multiply the total number of people by 3 to find the number of plates needed.",90.0,1.0,"Wickham is throwing a huge Christmas party. He invites 30 people. Everyone attends the party, and half of the guests bring a plus one (one other person). He plans to serve a 3-course meal for the guests. If he uses a new plate for every course, how many plates does he need in total for his guests?",135,False
206,"Let's assume the initial number of lions is x. Lion cubs are born at the rate of 5 per month and lions die at the rate of 1 per month. The net increase in lions per month is 5 - 1 = 4. In 1 year (12 months), the net increase is 4 * 12 = 48 lions. After 1 year, the number of lions is x + 48 = 148. We can now solve for x: x = 148 - 48 = 100.",100.0,1.0,"There are some lions in Londolozi at first. Lion cubs are born at the rate of 5 per month and lions die at the rate of 1 per month. If there are 148 lions in Londolozi after 1 year, how many lions were there in Londolozi at first?",100,True
207,"To calculate the number of hours John volunteers per year, we need to multiply the number of hours he volunteers per month by the number of months in a year. John volunteers 2 times a month for 3 hours at a time, so he volunteers 2 * 3 = 6 hours per month. Since there are 12 months in a year, we multiply 6 by 12.",72.0,1.0,John volunteers at a shelter twice a month for 3 hours at a time.  How many hours does he volunteer per year?,72,True
208,"To find out how many dollars are left in the piggy bank, first, we calculate the total savings by multiplying the monthly savings by the number of months in 2 years. Then we subtract the amount spent on car repair.",550.0,1.0,John puts $25 in his piggy bank every month for 2 years to save up for a vacation. He had to spend $400 from his piggy bank savings last week to repair his car. How many dollars are left in his piggy bank?,200,False
209,"First, we calculate the total number of students by multiplying the number of vans by the number of students each van carries. total_students = 5 * 28 = 140. Then, we subtract the number of boys from the total to find the number of girls. girls = total_students - 60 = 140 - 60 = 80",80.0,1.0,"Five coaster vans are used to transport students for their field trip. Each van carries 28 students, 60 of which are boys. How many are girls?",80,True
210,"First, calculate 50% increase of 16 toy cars. 50% of 16 is 8, so after one year Bobby will have 16 + 8 = 24 toy cars. Then calculate 50% increase of 24 toy cars. 50% of 24 is 12, so after two years Bobby will have 24 + 12 = 36 toy cars. Finally, calculate 50% increase of 36 toy cars. 50% of 36 is 18, so after three years Bobby will have 36 + 18 = 54 toy cars.",54.0,0.95,"Bobby has 16 toy cars, and the number of cars he has increases by 50% every year. How many toy cars will Bobby have in three years?",54,True
211,"Calculate increases in expenses for this year, then add the increases to last year's expenses. Subtract last year's total expenses from the new total to find the difference",10800.0,0.9,"Last year Jessica paid $1000 for rent, $200 for food, and $100 for car insurance each month. This year her rent goes up by 30%, food costs increase by 50%, and the cost of her car insurance triples because she was at fault in an accident. How much more does Jessica pay for her expenses over the whole year compared to last year?",7200,False
212,"To find the number of hours Randy needs to practice each day, we need to calculate the total hours he has available for practice and then divide that by the number of practice days he has before he turns 20. Randy is 12 and wants to become a master before he is 20, so he has 8 years. Each year, he practices for 50 weeks (52 weeks minus 2 weeks of vacation), and each week, he practices 5 days. So, the total number of practice days is 8 years * 50 weeks/year * 5 days/week = 2000 days. Now, we can divide the 10,000-hour rule by the total practice days to find the number of hours Randy needs to practice each day: 10,000 hours / 2000 days = 5 hours/day.",5.0,1.0,"Randy just turned 12 and started playing the piano. His friend Sheila told him about the 10,000-hour rule which says, after 10,000 hours of practice, you become an expert or master in your field. If Randy wants to become a piano expert before he is 20, how many hours a day will he need to practice if he practices every day, Monday – Friday, and takes two weeks off for vacation each year?",5,True
213,"First, calculate the seeds Mike and Ted planted in the morning. Mike planted 50 seeds. Ted planted twice as much as Mike in the morning, so Ted planted 50 x 2 = 100 seeds. In the afternoon, Mike planted 60 seeds. Ted planted 20 fewer seeds than Mike in the afternoon, so Ted planted 60 - 20 = 40 seeds. Mike planted 50 + 60 = 110 seeds in total. Ted planted 100 + 40 = 140 seeds in total. Mike and Ted planted 110 + 140 = 250 seeds altogether.",250.0,1.0,"Mike and Ted planted tomatoes.  In the morning, Mike planted 50 tomato seeds while Ted planted twice as much as Mike.  In the afternoon, Mike planted 60 tomato seeds while Ted planted 20 fewer tomato seeds than Mike. How many tomato seeds did they plant altogether?",250,True
214,"To find the number of months ago they celebrated their 2nd anniversary, first we calculate the number of months between now and their 4th anniversary. That will be 6 months. Then we calculate the number of months between their 2nd anniversary and their 4th anniversary, which will be 2 years or 24 months. Then we subtract the 6 months from the 24 months to get 18 months. ",18.0,1.0,In 6 months Bella and Bob will be celebrating their 4th anniversary.  How many months ago did they celebrate their 2nd anniversary?,18,True
215,"First, we find the number of adults by taking 40% of the total number of members. We calculate 40% of 120 by multiplying 0.4 and 120, which equals 48 adults. Then, we find the number of children by subtracting the number of adults from the total number of members: 120 - 48 = 72 children. To find out how many more children there are than adults, we subtract the number of adults from the number of children: 72 - 48 = 24.",24.0,0.99,A church has 120 members. 40% are adults. The rest are children. How many children more children are there than adults?,24,True
216,"Let's denote the amount of money Missy put in the bank in the first year as x. Then in the second year, she put in 2x, in the third year 2 * 2x = 4x, and in the fourth year 2 * 4x = 8x. The total amount is the sum of these, x + 2x + 4x + 8x = 15x. We are given that the total amount is $450, so 15x = 450. To find x, we divide both sides of this equation by 15.",30.0,1.0,"Missy had a giant piggy bank in her bedroom.  Every day she would search the house for change to put in her bank.  After 4 years, the bank was opened and it contained $450 in change.  If the second, third, and fourth-year she doubled the amount of money she put in the bank from the amount she had put in the previous year, how much money, in dollars, did she put in the bank the first year?",30,True
